Name,Team,Annual Salary(£),Year
McCarthy,Crystal Palace,2600000,2021
Tarkowski,Burnley FC,2600000,2021
Tomkins,Crystal Palace,2600000,2021
Lerma,AFC Bournemouth,2600000,2021
Allen,Stoke City,2600000,2021
McGinn,Aston Villa,2600000,2021
Tsimikas,Liverpool FC,2600000,2021
Noble,West Ham United,2600000,2021
Hector,Fulham FC,2600000,2021
Maupay,Brighton & Hove Albion,2600000,2021
Gross,Brighton & Hove Albion,2600000,2021
Neto,Wolverhampton Wanderers,2600000,2021
Jagielka,Sheffield United,2600000,2021
Neves,Wolverhampton Wanderers,2600000,2021
Clucas,Swansea City,2600000,2021
Armstrong,Southampton FC,2600000,2021
Cleverley,Watford FC,2600000,2021
Boly,Wolverhampton Wanderers,2600000,2021
Mesa,Swansea City,2548000,2021
Pieters,Burnley FC,2500000,2021
Reguilón,Tottenham Hotspur,2500000,2021
Stephens,Southampton FC,2496000,2021
Fernandez,Newcastle United,2459600,2021
Martinez,Aston Villa,2444000,2021
Wilson,Newcastle United,2400000,2021
Torres,Manchester City,2400000,2021
Livermore,West Bromwich Albion,2392000,2021
Steffen,Manchester City,2392000,2021
Perez,Leicester City,2340000,2021
Soyuncu,Leicester City,2340000,2021
James,Manchester United,2340000,2021
Propper,Brighton & Hove Albion,2340000,2021
Nketiah,Arsenal FC,2340000,2021
Agosto Ramírez,Fulham FC,2340000,2021
Ward-Prowse,Southampton FC,2340000,2021
Izquierdo,Brighton & Hove Albion,2340000,2021
King,Everton FC,2340000,2021
Locadia,Brighton & Hove Albion,2340000,2021
Davis,Aston Villa,2340000,2021
Dunk,Brighton & Hove Albion,2340000,2021
Albrighton,Leicester City,2340000,2021
Moreno,Manchester City,2340000,2021
Ritchie,Newcastle United,2340000,2021
Ghezzal,Leicester City,2340000,2021
Pereyra,Watford FC,2340000,2021
Prodl,Watford FC,2340000,2021
Cook,AFC Bournemouth,2340000,2021
Palmieri,Chelsea FC,2288000,2021
Gilmour,Chelsea FC,2250000,2021
Baker,Chelsea FC,2250000,2021
Traore,Wolverhampton Wanderers,2236000,2021
Musonda,Chelsea FC,2184000,2021
Heaton,Aston Villa,2184000,2021
Fraser,Newcastle United,2173600,2021
Jimenez,Wolverhampton Wanderers,2144000,2021
Adarabioyo,Fulham FC,2110000,2021
Hendrick,Newcastle United,2100000,2021
Hoever,Wolverhampton Wanderers,2100000,2021
Gunn,Southampton FC,2080000,2021
Masuaku,West Ham United,2080000,2021
Barnes,Burnley FC,2080000,2021
Gibson,Burnley FC,2080000,2021
Gayle,Newcastle United,2080000,2021
Balbuena,West Ham United,2080000,2021
Schar,Newcastle United,2080000,2021
Andone,Brighton & Hove Albion,2080000,2021
Guilbert,Aston Villa,2080000,2021
Arter,AFC Bournemouth,2080000,2021
Lascelles,Newcastle United,2080000,2021
Brownhill,Burnley FC,2080000,2021
Zouma,Chelsea FC,2080000,2021
Lemina,Southampton FC,2080000,2021
Dubravka,Newcastle United,2080000,2021
Guendouzi,Arsenal FC,2080000,2021
Samatta,Aston Villa,2080000,2021
Skipp,Tottenham Hotspur,2080000,2021
Holding,Arsenal FC,2080000,2021
Koch,Luton Town,2080000,2021
Fredericks,West Ham United,2080000,2021
Duffy,Brighton & Hove Albion,2080000,2021
Hennessey,Crystal Palace,2080000,2021
Saliba,Arsenal FC,2080000,2021
Capoue,Watford FC,2080000,2021
Saint-Maximin,Newcastle United,2000000,2021
Ivanovic,West Bromwich Albion,2000000,2021
Lewis,Newcastle United,2000000,2021
Veltman,Brighton & Hove Albion,2000000,2021
Buur,Wolverhampton Wanderers,2000000,2021
Lejeune,Newcastle United,1976000,2021
Cork,Burnley FC,1976000,2021
Sandler,Manchester City,1976000,2021
Knockaert,Fulham FC,1950000,2021
Cavaleiro,Fulham FC,1950000,2021
Castro,Wolverhampton Wanderers,1907000,2021
Aït Nouri,Wolverhampton Wanderers,1900000,2021
Smith,AFC Bournemouth,1820000,2021
Reid,Fulham FC,1820000,2021
Clark,Newcastle United,1820000,2021
Stephens,Burnley FC,1820000,2021
Gosling,AFC Bournemouth,1820000,2021
Randolph,West Ham United,1820000,2021
Marçal,Wolverhampton Wanderers,1820000,2021
Saivet,Newcastle United,1820000,2021
Butland,Crystal Palace,1820000,2021
Manquillo,Newcastle United,1820000,2021
Rodriguez,Burnley FC,1820000,2021
Ward,Crystal Palace,1820000,2021
Otto,Wolverhampton Wanderers,1820000,2021
Stanislas,AFC Bournemouth,1820000,2021
Trossard,Brighton & Hove Albion,1820000,2021
Cook,AFC Bournemouth,1820000,2021
Bettinelli,Fulham FC,1820000,2021
Vydra,Burnley FC,1820000,2021
Ryan,Brighton & Hove Albion,1820000,2021
Targett,Aston Villa,1820000,2021
Chalobah,Watford FC,1820000,2021
Pope,Burnley FC,1820000,2021
Bamford,Luton Town,1820000,2021
Dummett,Newcastle United,1820000,2021
Brady,Burnley FC,1820000,2021
Mounie,Huddersfield Town,1820000,2021
Lamptey,Brighton & Hove Albion,1820000,2021
Coufal,West Ham United,1820000,2021
Moraes,Aston Villa,1820000,2021
Caballero,Chelsea FC,1820000,2021
Tielemans,Leicester City,1718000,2021
Luiz,Aston Villa,1709396,2021
Berge,Sheffield United,1700000,2021
Costa,Luton Town,1690000,2021
Ayew,Crystal Palace,1690000,2021
Hassan,Aston Villa,1690000,2021
Johnstone,West Bromwich Albion,1690000,2021
Berardi,Luton Town,1680000,2021
Casilla,Luton Town,1670000,2021
Mawson,Fulham FC,1664000,2021
James,Leicester City,1664000,2021
Taylor,Aston Villa,1664000,2021
Westwood,Burnley FC,1612000,2021
El Ghazi,Aston Villa,1610000,2021
Mac Allister,Brighton & Hove Albion,1600000,2021
Clarke,Tottenham Hotspur,1600000,2021
Diakhaby,Huddersfield Town,1560000,2021
Pritchard,Huddersfield Town,1560000,2021
Smithies,Cardiff City,1560000,2021
Pereira,Manchester United,1560000,2021
Foster,Watford FC,1560000,2021
Saka,Arsenal FC,1560000,2021
Adams,Southampton FC,1560000,2021
Atsu,Newcastle United,1560000,2021
Kabasele,Watford FC,1560000,2021
Hourihane,Aston Villa,1560000,2021
Eze,Crystal Palace,1560000,2021
Anderson,Newcastle United,1560000,2021
Murray,Nottingham Forest,1560000,2021
Robson-Kanu,West Bromwich Albion,1560000,2021
Success,Watford FC,1560000,2021
Stacey,AFC Bournemouth,1560000,2021
Bryan,Fulham FC,1560000,2021
Berg Gudmundsson,Burnley FC,1560000,2021
Onomah,Fulham FC,1560000,2021
Grant,Manchester United,1560000,2021
Kelly,AFC Bournemouth,1560000,2021
Nakamba,Aston Villa,1560000,2021
Baxter,Chelsea FC,1560000,2021
Vinagre,Wolverhampton Wanderers,1560000,2021
Byram,Norwich City,1560000,2021
March,Brighton & Hove Albion,1560000,2021
Cairney,Fulham FC,1560000,2021
Hughes,Watford FC,1560000,2021
Diallo,Mancherst United,1500000,2021
McGoldrick,Sheffield United,1500000,2021
Ferguson,Crystal Palace,1500000,2021
Mitchell,Crystal Palace,1500000,2021
Masina,Watford FC,1456000,2021
Hoilett,Cardiff City,1456000,2021
Robinson,Fulham FC,1430000,2021
Brewster,Sheffield United,1430000,2021
Troost-Ekong,Watford FC,1430000,2021
Sobhi,Huddersfield Town,1404000,2021
Ream,Fulham FC,1404000,2021
Hegazy,West Bromwich Albion,1378000,2021
Elmohamady,Aston Villa,1300000,2021
Zeqiri,Brighton & Hove Albion,1300000,2021
Fernandes da Silva Junior,Brighton & Hove Albion,1300000,2021
Taylor,Burnley FC,1300000,2021
Schindler,Huddersfield Town,1300000,2021
Raya,Brentford FC,1300000,2021
Dalot,Manchester United,1300000,2021
Kachunga,Huddersfield Town,1300000,2021
Hanley,Norwich City,1300000,2021
Brown,Chelsea FC,1300000,2021
Murphy,Newcastle United,1300000,2021
Murphy,Cardiff City,1300000,2021
Peleteiro,Aston Villa,1300000,2021
Grosicki,West Bromwich Albion,1300000,2021
Darlow,Newcastle United,1300000,2021
McLean,Norwich City,1300000,2021
Mavropanos,Arsenal FC,1300000,2021
Karius,Liverpool FC,1300000,2021
Mousset,Sheffield United,1300000,2021
Kelly,Crystal Palace,1300000,2021
Holgate,Everton FC,1300000,2021
Lowton,Burnley FC,1300000,2021
le Marchand,Fulham FC,1300000,2021
Williams,Liverpool FC,1300000,2021
Bardsley,Burnley FC,1300000,2021
Jansson,Brentford FC,1300000,2021
Carson,Manchester City,1300000,2021
Morrison,Cardiff City,1300000,2021
Pukki,Norwich City,1300000,2021
Krul,Norwich City,1300000,2021
Cantwell,Norwich City,1300000,2021
Davies,Everton FC,1300000,2021
Bissouma,Brighton & Hove Albion,1300000,2021
Ralls,Cardiff City,1275000,2021
Cardoso,West Ham United,1200000,2021
Tanganga,Tottenham Hotspur,1200000,2021
Long,Burnley FC,1200000,2021
Salisu,Southampton FC,1200000,2021
Benrahma,West Ham United,1200000,2021
Connolly,Brighton & Hove Albion,1196000,2021
Cathcart,Watford FC,1196000,2021
Jakupovic,Leicester City,1196000,2021
Hadergjonaj,Huddersfield Town,1196000,2021
Navarro,Watford FC,1196000,2021
Paterson,Cardiff City,1170000,2021
Rupp,Norwich City,1170000,2021
Aarons,Norwich City,1170000,2021
Arter,Nottingham Forest,1160000,2021
Ramsdale,Sheffield United,1155000,2021
Llorente,Luton Town,1144000,2021
Hayden,Newcastle United,1144000,2021
McDonald,Fulham FC,1144000,2021
Saiss,Wolverhampton Wanderers,1144000,2021
Clarke,Brighton & Hove Albion,1140000,2021
Hernández,Norwich City,1140000,2021
Kongolo,Fulham FC,1140000,2021
Foyth,Tottenham Hotspur,1118000,2021
Lewis,Southampton FC,1100000,2021
Vokins,Southampton FC,1100000,2021
Amartey,Leicester City,1092000,2021
Toney,Brentford FC,1092000,2021
Diangana,West Bromwich Albion,1058200,2021
Edwards,West Bromwich Albion,1058200,2021
Ronaldo,Manchester United,26800000,2022
De Bruyne,Manchester City,20800000,2022
De Gea,Manchester United,19500000,2022
Varane,Mancherst United,17680000,2022
Lukaku,Chelsea FC,16900000,2022
Grealish,Manchester City,15600000,2022
Sterling,Manchester City,15600000,2022
Kante,Chelsea FC,15080000,2022
Pogba,Manchester United,15080000,2022
Werner,Chelsea FC,14144000,2022
Martial,Mancherst United,13000000,2022
Cavani,Manchester United,13000000,2022
Sancho,Mancherst United,13000000,2022
Stones,Manchester City,13000000,2022
Van Dijk,Liverpool FC,11440000,2022
Kane,Tottenham Hotspur,10400000,2022
Rashford,Mancherst United,10400000,2022
Salah,Liverpool FC,10400000,2022
Ndombele,Tottenham Hotspur,10400000,2022
Alcántara do Nascimento,Liverpool FC,10400000,2022
Partey,Arsenal FC,10400000,2022
Niguez,Chelsea FC,10310000,2022
Chilwell,Chelsea FC,9880000,2022
Son,Tottenham Hotspur,9880000,2022
Maguire,Mancherst United,9875000,2022
Lacazette,Arsenal FC,9467273,2022
Fernandes,Mancherst United,9360000,2022
Tavares,Liverpool FC,9360000,2022
Firmino,Liverpool FC,9360000,2022
Alexander-Arnold,Liverpool FC,9360000,2022
Romero,Tottenham Hotspur,8580000,2022
Mata,Manchester United,8320000,2022
Dias,Manchester City,8320000,2022
Becker,Liverpool FC,7800000,2022
Silva,Manchester City,7800000,2022
Pulisic,Chelsea FC,7800000,2022
Azpilicueta,Chelsea FC,7800000,2022
Luis Roza,Manchester City,7800000,2022
Havertz,Chelsea FC,7800000,2022
Arrizabalaga,Chelsea FC,7800000,2022
Shaw,Manchester United,7800000,2022
Kovacic,Chelsea FC,7800000,2022
Gundogan,Manchester City,7280000,2022
Milner,Liverpool FC,7280000,2022
Vardy,Leicester City,7280000,2022
Henderson,Liverpool FC,7280000,2022
Pepe,Arsenal FC,7280000,2022
Schmeichel,Leicester City,6760000,2022
Zaha,Crystal Palace,6760000,2022
Zouma,West Ham United,6500000,2022
Hernández Cascante,Manchester City,6300000,2022
Oxlade-Chamberlain,Liverpool FC,6240000,2022
Laporte,Manchester City,6240000,2022
White,Arsenal FC,6240000,2022
Hudson-Odoi,Chelsea FC,6240000,2022
Benteke,Crystal Palace,6240000,2022
Drinkwater,Chelsea FC,6240000,2022
Ings,Aston Villa,6240000,2022
van de Beek,Mancherst United,6240000,2022
Martinez,Aston Villa,6240000,2022
de Paula Santos,Manchester United,6240000,2022
Sarr,Chelsea FC,6240000,2022
Keita,Liverpool FC,6240000,2022
Matic,Manchester United,6240000,2022
Mahrez,Manchester City,6240000,2022
Lindelof,Mancherst United,6240000,2022
Mina,Everton FC,6240000,2022
Yarmolenko,West Ham United,5980000,2022
Gomes,Everton FC,5835000,2022
Kulusevski,Tottenham Hotspur,5720000,2022
Bellerin,Arsenal FC,5720000,2022
Maddison,Leicester City,5720000,2022
Luiz Frello Filho,Chelsea FC,5720000,2022
Tierney,Arsenal FC,5720000,2022
Walker,Manchester City,5720000,2022
Silva,Chelsea FC,5720000,2022
Bakayoko,Chelsea FC,5720000,2022
Rudiger,Chelsea FC,5200000,2022
Leno,Arsenal FC,5200000,2022
Henderson,Manchester United,5200000,2022
Alli,Everton FC,5200000,2022
Xhaka,Arsenal FC,5200000,2022
Sigurdsson,Everton FC,5200000,2022
Ziyech,Chelsea FC,5200000,2022
Lloris,Tottenham Hotspur,5200000,2022
Matip,Liverpool FC,5200000,2022
Pickford,Everton FC,5200000,2022
Moutinho,Wolverhampton Wanderers,5200000,2022
Bailey,Aston Villa,5200000,2022
Alonso,Chelsea FC,5200000,2022
Hojbjerg,Tottenham Hotspur,5200000,2022
Jimenez,Wolverhampton Wanderers,5200000,2022
Machado,Luton Town,5200000,2022
Mane,Liverpool FC,5200000,2022
Barkley,Chelsea FC,5000000,2022
Telles,Manchester United,4840000,2022
Ake,Manchester City,4800000,2022
Lallana,Brighton & Hove Albion,4700000,2022
Jota,Liverpool FC,4700000,2022
Wan-Bissaka,Mancherst United,4680000,2022
Mendy,Manchester City,4680000,2022
Jesus,Manchester City,4680000,2022
Martinelli,Arsenal FC,4680000,2022
Dendoncker,Wolverhampton Wanderers,4680000,2022
Batshuayi,Chelsea FC,4680000,2022
Edouard,Crystal Palace,4680000,2022
de Andrade,Everton FC,4680000,2022
Cassio Apolinário de Lira,Newcastle United,4500000,2022
Rahman,Chelsea FC,4470000,2022
Antonio,West Ham United,4420000,2022
Marí,Arsenal FC,4420000,2022
Abraham,Chelsea FC,4264000,2022
Digne,Aston Villa,4250000,2022
Clyne,Crystal Palace,4200000,2022
Mitrovic,Fulham FC,4160000,2022
Christensen,Chelsea FC,4160000,2022
Soumaré,Leicester City,4160000,2022
Bailly,Manchester United,4160000,2022
Delph,Everton FC,4160000,2022
Silva,Wolverhampton Wanderers,4160000,2022
Andersen,Crystal Palace,4160000,2022
Cancelo,Manchester City,4160000,2022
Evans,Leicester City,4160000,2022
Moura,Tottenham Hotspur,4160000,2022
Mount,Chelsea FC,4160000,2022
Sissoko,Watford FC,4160000,2022
Semedo,Wolverhampton Wanderers,4160000,2022
Berahino,Stoke City,4160000,2022
Mings,Aston Villa,4160000,2022
Ødegaard,Arsenal FC,4110000,2022
Traoré,Aston Villa,4056000,2022
Guaita,Crystal Palace,4004000,2022
Godfrey,Everton FC,4000000,2022
Doucouré,Everton FC,3900000,2022
Soares,Arsenal FC,3900000,2022
Praet,Leicester City,3900000,2022
Buendía,Aston Villa,3900000,2022
Gbamin,Everton FC,3900000,2022
Lingard,Manchester United,3900000,2022
Gomez,Liverpool FC,3900000,2022
Torreira,Arsenal FC,3900000,2022
Greenwood,Mancherst United,3900000,2022
Watkins,Aston Villa,3900000,2022
Ndidi,Leicester City,3900000,2022
Jones,Manchester United,3900000,2022
Bentancur,Tottenham Hotspur,3900000,2022
Minamino,Liverpool FC,3900000,2022
Walcott,Southampton FC,3900000,2022
Bergwijn,Tottenham Hotspur,3800000,2022
Dier,Tottenham Hotspur,3755200,2022
Trippier,Newcastle United,3750000,2022
Loureiro,Everton FC,3640000,2022
Gray,Watford FC,3640000,2022
Ogbonna,West Ham United,3640000,2022
Forster,Southampton FC,3640000,2022
Lo Celso,Tottenham Hotspur,3640000,2022
Konate,Liverpool FC,3640000,2022
Shelvey,Newcastle United,3640000,2022
Wimmer,Stoke City,3640000,2022
Lanzini,West Ham United,3640000,2022
Vlasic,West Ham United,3640000,2022
Pereira,Leicester City,3640000,2022
Zambo Anguissa,Fulham FC,3484000,2022
Diop,West Ham United,3484000,2022
Doherty,Tottenham Hotspur,3400000,2022
Vestergaard,Leicester City,3390000,2022
Williams,Mancherst United,3380000,2022
Kouyate,Crystal Palace,3380000,2022
Sanchez,Tottenham Hotspur,3380000,2022
Moraes,Manchester City,3380000,2022
Michael Seri,Fulham FC,3380000,2022
Fabianski,West Ham United,3380000,2022
Cash,Aston Villa,3380000,2022
Keane,Everton FC,3380000,2022
Romeu,Southampton FC,3380000,2022
Fornals,West Ham United,3380000,2022
Soucek,West Ham United,3380000,2022
Phillips,Liverpool FC,3360000,2022
Belloli,Luton Town,3302000,2022
Sarr,Watford FC,3276000,2022
Castagne,Leicester City,3276000,2022
Cutrone,Wolverhampton Wanderers,3272000,2022
Daka,Leicester City,3230000,2022
Ramsdale,Arsenal FC,3220000,2022
Davies,Tottenham Hotspur,3120000,2022
Davies,Liverpool FC,3120000,2022
Guimarães,Newcastle United,3120000,2022
Martins Indi,Stoke City,3120000,2022
Tosun,Everton FC,3120000,2022
Podence,Wolverhampton Wanderers,3120000,2022
Rose,Watford FC,3120000,2022
Rice,West Ham United,3120000,2022
Origi,Liverpool FC,3120000,2022
Bowen,West Ham United,3120000,2022
Iheanacho,Leicester City,3120000,2022
Almiron,Newcastle United,3120000,2022
Elyounoussi,Southampton FC,3120000,2022
Redmond,Southampton FC,3120000,2022
Loftus-Cheek,Chelsea FC,3120000,2022
McTominay,Mancherst United,3120000,2022
Long,Southampton FC,3120000,2022
San Miguel del Castillo,Liverpool FC,3016000,2022
James,Chelsea FC,3016000,2022
Mykolenko,Everton FC,3016000,2022
Schlupp,Crystal Palace,2912000,2022
Tomiyasu,Arsenal FC,2910000,2022
Traore,Wolverhampton Wanderers,2860000,2022
Mee,Brentford FC,2860000,2022
Welbeck,Brighton & Hove Albion,2860000,2022
Krafth,Newcastle United,2860000,2022
Diallo,Southampton FC,2860000,2022
Riedewald,Crystal Palace,2860000,2022
McArthur,Crystal Palace,2860000,2022
Milivojevic,Crystal Palace,2860000,2022
Djenepo,Southampton FC,2860000,2022
Mendy,Leicester City,2860000,2022
Sessegnon,Tottenham Hotspur,2860000,2022
Benrahma,West Ham United,2860000,2022
Coleman,Everton FC,2860000,2022
Kean,Everton FC,2765000,2022
Elneny,Arsenal FC,2730000,2022
Maitland-Niles,Arsenal FC,2704000,2022
Mendy,Chelsea FC,2704000,2022
Tete,Fulham FC,2650000,2022
Cresswell,West Ham United,2600000,2022
Sambi Lokonga,Arsenal FC,2600000,2022
Iwobi,Everton FC,2600000,2022
McCarthy,Southampton FC,2600000,2022
Robertson,Liverpool FC,2600000,2022
Young,Aston Villa,2600000,2022
Tuanzebe,Mancherst United,2600000,2022
James,Luton Town,2600000,2022
Solanke,AFC Bournemouth,2600000,2022
Magalhães,Arsenal FC,2600000,2022
Winks,Tottenham Hotspur,2600000,2022
Harrison,Leeds United,2600000,2022
Tarkowski,Burnley FC,2600000,2022
Tomkins,Crystal Palace,2600000,2022
Mateta,Crystal Palace,2600000,2022
Lerma,AFC Bournemouth,2600000,2022
McGinn,Aston Villa,2600000,2022
Álvarez,Manchester City,2600000,2022
Tsimikas,Liverpool FC,2600000,2022
Cucurella,Brighton & Hove Albion,2600000,2022
Guehi,Crystal Palace,2600000,2022
Noble,West Ham United,2600000,2022
Hector,Fulham FC,2600000,2022
Maupay,Brighton & Hove Albion,2600000,2022
Gross,Brighton & Hove Albion,2600000,2022
Neto,Wolverhampton Wanderers,2600000,2022
Neves,Wolverhampton Wanderers,2600000,2022
Armstrong,Southampton FC,2600000,2022
Cleverley,Watford FC,2600000,2022
Boly,Wolverhampton Wanderers,2600000,2022
Pieters,Burnley FC,2500000,2022
Reguilón,Tottenham Hotspur,2500000,2022
Sanson,Aston Villa,2496000,2022
Armstrong,Southampton FC,2490000,2022
Olise,Crystal Palace,2470000,2022
Fernandez,Newcastle United,2459600,2022
Martinez,Aston Villa,2444000,2022
Wilson,Newcastle United,2400000,2022
Livermore,West Bromwich Albion,2392000,2022
Steffen,Manchester City,2392000,2022
Begovic,Everton FC,2340000,2022
Perez,Leicester City,2340000,2022
Soyuncu,Leicester City,2340000,2022
Dawson,West Ham United,2340000,2022
Nketiah,Arsenal FC,2340000,2022
Agosto Ramírez,Fulham FC,2340000,2022
Stephens,Southampton FC,2340000,2022
Ward-Prowse,Southampton FC,2340000,2022
Davis,Aston Villa,2340000,2022
Dunk,Brighton & Hove Albion,2340000,2022
Albrighton,Leicester City,2340000,2022
Ritchie,Newcastle United,2340000,2022
Dallas,Luton Town,2340000,2022
Bertrand,Leicester City,2300000,2022
Palmieri,Chelsea FC,2288000,2022
Gilmour,Chelsea FC,2250000,2022
Firpo,Luton Town,2200000,2022
Musonda,Chelsea FC,2184000,2022
Heaton,Mancherst United,2180000,2022
Fraser,Newcastle United,2173600,2022
Royal,Tottenham Hotspur,2170000,2022
Adarabioyo,Fulham FC,2110000,2022
Hendrick,Newcastle United,2100000,2022
Hoever,Wolverhampton Wanderers,2100000,2022
Townsend,Everton FC,2080000,2022
Masuaku,West Ham United,2080000,2022
Barnes,Burnley FC,2080000,2022
Gibson,Norwich City,2080000,2022
Gil,Tottenham Hotspur,2080000,2022
Wood,Newcastle United,2080000,2022
Gayle,Newcastle United,2080000,2022
Schar,Newcastle United,2080000,2022
Schar,Newcastle United,2080000,2022
Andone,Brighton & Hove Albion,2080000,2022
Guilbert,Aston Villa,2080000,2022
Barnes,Leicester City,2080000,2022
Lascelles,Newcastle United,2080000,2022
Brownhill,Burnley FC,2080000,2022
Cook,AFC Bournemouth,2080000,2022
Dubravka,Newcastle United,2080000,2022
Guendouzi,Arsenal FC,2080000,2022
Skipp,Tottenham Hotspur,2080000,2022
Holding,Arsenal FC,2080000,2022
Koch,Luton Town,2080000,2022
Fredericks,West Ham United,2080000,2022
Duffy,Brighton & Hove Albion,2080000,2022
Saliba,Arsenal FC,2080000,2022
Capoue,Watford FC,2080000,2022
Perraud,Southampton FC,2040000,2022
Saint-Maximin,Newcastle United,2000000,2022
Lewis,Newcastle United,2000000,2022
Veltman,Brighton & Hove Albion,2000000,2022
Buur,Wolverhampton Wanderers,2000000,2022
Webster,Brighton & Hove Albion,1976000,2022
Cork,Burnley FC,1976000,2022
Knockaert,Fulham FC,1950000,2022
Cavaleiro,Fulham FC,1950000,2022
Castro,Wolverhampton Wanderers,1907000,2022
Cook,Nottingham Forest,1830000,2022
Smith,AFC Bournemouth,1820000,2022
Reid,Fulham FC,1820000,2022
Clark,Newcastle United,1820000,2022
Stephens,Burnley FC,1820000,2022
Gosling,Watford FC,1820000,2022
Randolph,West Ham United,1820000,2022
Marçal,Wolverhampton Wanderers,1820000,2022
Butland,Crystal Palace,1820000,2022
Manquillo,Newcastle United,1820000,2022
Rodriguez,Burnley FC,1820000,2022
Ward,Crystal Palace,1820000,2022
Otto,Wolverhampton Wanderers,1820000,2022
Stanislas,AFC Bournemouth,1820000,2022
Berg Guðmundsson,Burnley FC,1820000,2022
Trossard,Brighton & Hove Albion,1820000,2022
Cook,AFC Bournemouth,1820000,2022
Vojnovic,Southampton FC,1820000,2022
Bettinelli,Chelsea FC,1820000,2022
Vydra,Burnley FC,1820000,2022
Targett,Aston Villa,1820000,2022
Chalobah,Fulham FC,1820000,2022
Pope,Burnley FC,1820000,2022
Bamford,Luton Town,1820000,2022
Dummett,Newcastle United,1820000,2022
Lamptey,Brighton & Hove Albion,1820000,2022
Coufal,West Ham United,1820000,2022
Moraes,Aston Villa,1820000,2022
Hughes,Crystal Palace,1820000,2022
Weghorst,Burnley FC,1820000,2022
Tielemans,Leicester City,1718000,2022
Wilson,Fulham FC,1710000,2022
Luiz,Aston Villa,1709396,2022
Berge,Sheffield United,1700000,2022
Costa,Luton Town,1690000,2022
Ayew,Crystal Palace,1690000,2022
Hassan,Aston Villa,1690000,2022
Johnstone,West Bromwich Albion,1690000,2022
Casilla,Luton Town,1670000,2022
Mawson,Fulham FC,1664000,2022
Westwood,Burnley FC,1612000,2022
El Ghazi,Aston Villa,1610000,2022
Mac Allister,Brighton & Hove Albion,1600000,2022
Mwepu,Brighton & Hove Albion,1600000,2022
Clarke,Tottenham Hotspur,1600000,2022
Smithies,Cardiff City,1560000,2022
Pereira,Manchester United,1560000,2022
Foster,Watford FC,1560000,2022
Saka,Arsenal FC,1560000,2022
Adams,Southampton FC,1560000,2022
Kabasele,Watford FC,1560000,2022
Roberts,Burnley FC,1560000,2022
Hourihane,Aston Villa,1560000,2022
Eze,Crystal Palace,1560000,2022
Anderson,Newcastle United,1560000,2022
Konsa,Aston Villa,1560000,2022
Meslier,Luton Town,1560000,2022
Stacey,AFC Bournemouth,1560000,2022
Bryan,Fulham FC,1560000,2022
Onomah,Fulham FC,1560000,2022
Kelly,AFC Bournemouth,1560000,2022
Nakamba,Aston Villa,1560000,2022
Baxter,Chelsea FC,1560000,2022
Vinagre,Wolverhampton Wanderers,1560000,2022
Byram,Norwich City,1560000,2022
March,Brighton & Hove Albion,1560000,2022
Cairney,Fulham FC,1560000,2022
Diallo,Mancherst United,1500000,2022
McGoldrick,Sheffield United,1500000,2022
Ferguson,Crystal Palace,1500000,2022
Sá,Wolverhampton Wanderers,1490000,2022
Masina,Watford FC,1456000,2022
Díaz,Liverpool FC,1456000,2022
Mitchell,Crystal Palace,1456000,2022
Robinson,Fulham FC,1430000,2022
Brewster,Sheffield United,1430000,2022
Troost-Ekong,Watford FC,1430000,2022
Tavares,Arsenal FC,1404000,2022
Hegazy,West Bromwich Albion,1378000,2022
Zeqiri,Brighton & Hove Albion,1300000,2022
Gunn,Norwich City,1300000,2022
Taylor,Burnley FC,1300000,2022
Raya,Brentford FC,1300000,2022
Gray,Everton FC,1300000,2022
Dalot,Manchester United,1300000,2022
Solanke,AFC Bournemouth,1300000,2022
Murphy,Newcastle United,1300000,2022
Murphy,Cardiff City,1300000,2022
Darlow,Newcastle United,1300000,2022
McLean,Norwich City,1300000,2022
Mavropanos,Arsenal FC,1300000,2022
Mousset,Sheffield United,1300000,2022
Holgate,Everton FC,1300000,2022
Lowton,Burnley FC,1300000,2022
le Marchand,Fulham FC,1300000,2022
Williams,Liverpool FC,1300000,2022
Bardsley,Burnley FC,1300000,2022
Gollini,Tottenham Hotspur,1300000,2022
Jansson,Brentford FC,1300000,2022
Kenedy,Chelsea FC,1300000,2022
Sánchez,Brighton & Hove Albion,1300000,2022
Morrison,Cardiff City,1300000,2022
Pukki,Norwich City,1300000,2022
Krul,Norwich City,1300000,2022
Cantwell,Norwich City,1300000,2022
Davies,Everton FC,1300000,2022
Bissouma,Brighton & Hove Albion,1300000,2022
Ralls,Cardiff City,1275000,2022
Cardoso,West Ham United,1200000,2022
Tanganga,Tottenham Hotspur,1200000,2022
Long,Burnley FC,1200000,2022
Salisu,Southampton FC,1200000,2022
Connolly,Brighton & Hove Albion,1196000,2022
Cathcart,Watford FC,1196000,2022
Hadergjonaj,Huddersfield Town,1196000,2022
Paterson,Cardiff City,1170000,2022
Femenia,Watford FC,1170000,2022
Rupp,Norwich City,1170000,2022
Aarons,Norwich City,1170000,2022
Arter,Nottingham Forest,1160000,2022
Ajer,Brentford FC,1150000,2022
Llorente,Luton Town,1144000,2022
Hayden,Newcastle United,1144000,2022
McDonald,Fulham FC,1144000,2022
Saiss,Wolverhampton Wanderers,1144000,2022
Clarke,Brighton & Hove Albion,1140000,2022
Hernández,Norwich City,1140000,2022
Kongolo,Fulham FC,1140000,2022
