Name,Team,Annual Salary(£),Year
Johnson,Stoke City,1560000,2018
Murray,Brighton & Hove Albion,1560000,2018
Robson-Kanu,West Bromwich Albion,1560000,2018
Success,Watford FC,1560000,2018
Chester,Aston Villa,1560000,2018
McClean,West Bromwich Albion,1560000,2018
Montero,Swansea City,1560000,2018
Gomez,Liverpool FC,1560000,2018
Campbell,Arsenal FC,1560000,2018
Walters,Burnley FC,1560000,2018
Amat,Swansea City,1560000,2018
Holebas,Watford FC,1560000,2018
Onomah,Tottenham Hotspur,1560000,2018
Grant,Stoke City,1560000,2018
Ulloa,Leicester City,1560000,2018
Cook,AFC Bournemouth,1560000,2018
Narsingh,Swansea City,1560000,2018
Stekelenburg,Everton FC,1560000,2018
Besic,Everton FC,1560000,2018
Burke,West Bromwich Albion,1560000,2018
Souare,Crystal Palace,1560000,2018
Gross,Brighton & Hove Albion,1560000,2018
Byram,West Ham United,1560000,2018
Duffy,Brighton & Hove Albion,1560000,2018
Francis,AFC Bournemouth,1560000,2018
Ince,Huddersfield Town,1560000,2018
Adarabioyo,Manchester City,1560000,2018
Hughes,Watford FC,1560000,2018
Grabban,AFC Bournemouth,1508000,2018
Mee,Brentford FC,1456000,2018
Origi,Liverpool FC,1456000,2018
Berg Gudmundsson,Burnley FC,1456000,2018
Mutch,Crystal Palace,1456000,2018
Bartley,Swansea City,1456000,2018
Garbutt,Everton FC,1456000,2018
Dummett,Newcastle United,1456000,2018
Ward,Burnley FC,1456000,2018
Cavaleiro,Wolverhampton Wanderers,1450000,2018
van Ginkel,Chelsea FC,1450000,2018
Afobe,AFC Bournemouth,1404000,2018
Fraser,AFC Bournemouth,1404000,2018
Myhill,West Bromwich Albion,1352000,2018
Sanches,Swansea City,1352000,2018
Elmohamady,Aston Villa,1300000,2018
Mawson,Swansea City,1300000,2018
Barnes,Burnley FC,1300000,2018
Kayal,Brighton & Hove Albion,1300000,2018
Smith,AFC Bournemouth,1300000,2018
Zuculini,Manchester City,1300000,2018
Taylor,Burnley FC,1300000,2018
Schindler,Huddersfield Town,1300000,2018
Lee,Crystal Palace,1300000,2018
Pantilimon,Watford FC,1300000,2018
Delaney,Crystal Palace,1300000,2018
Solanke,Liverpool FC,1300000,2018
Kachunga,Huddersfield Town,1300000,2018
Winks,Tottenham Hotspur,1300000,2018
Afellay,Stoke City,1300000,2018
Brown,Chelsea FC,1300000,2018
Murphy,Newcastle United,1300000,2018
Denayer,Manchester City,1300000,2018
Speroni,Crystal Palace,1300000,2018
Darlow,Newcastle United,1300000,2018
Nordfeldt,Swansea City,1300000,2018
Karius,Liverpool FC,1300000,2018
Pugh,AFC Bournemouth,1300000,2018
Suttner,Brighton & Hove Albion,1300000,2018
Kelly,Crystal Palace,1300000,2018
Holgate,Everton FC,1300000,2018
Britos,Watford FC,1300000,2018
Wells,Burnley FC,1300000,2018
Vlasic,Everton FC,1300000,2018
Bardsley,Burnley FC,1300000,2018
Elliot,Newcastle United,1300000,2018
Holding,Arsenal FC,1300000,2018
Kenedy,Chelsea FC,1300000,2018
March,Brighton & Hove Albion,1300000,2018
Sidwell,Brighton & Hove Albion,1300000,2018
Davies,Everton FC,1300000,2018
Bogdan,Liverpool FC,1248000,2018
Ecuele Manga,Cardiff City,1248000,2018
Cathcart,Watford FC,1200000,2018
Lookman,Everton FC,1196000,2018
Galloway,Everton FC,1196000,2018
Jakupovic,Leicester City,1196000,2018
Hogg,Huddersfield Town,1196000,2018
Pasalic,Chelsea FC,1196000,2018
Gradel,AFC Bournemouth,1196000,2018
Sobhi,Stoke City,1196000,2018
Arfield,Burnley FC,1196000,2018
Kalas,Chelsea FC,1196000,2018
Locadia,Brighton & Hove Albion,1170000,2018
Marney,Burnley FC,1144000,2018
Palmieri,Chelsea FC,1144000,2018
Hayden,Newcastle United,1144000,2018
Tarkowski,Burnley FC,1144000,2018
Saiss,Wolverhampton Wanderers,1144000,2018
Foyth,Tottenham Hotspur,1118000,2018
Amartey,Leicester City,1092000,2018
Doucouré,Watford FC,1040000,2018
Dja Djédjé,Watford FC,1040000,2018
Carter-Vickers,Tottenham Hotspur,1040000,2018
Lowe,Huddersfield Town,1040000,2018
Akpom,Arsenal FC,1040000,2018
Goldson,Brighton & Hove Albion,1040000,2018
Christie,Fulham FC,1040000,2018
Calvert-Lewin,Everton FC,1040000,2018
Martinez,Arsenal FC,1040000,2018
Mulder,Swansea City,1040000,2018
Bong,Brighton & Hove Albion,1040000,2018
Wilson,Manchester United,1040000,2018
Murphy,Brighton & Hove Albion,1040000,2018
Bednarek,Southampton FC,1040000,2018
Sinclair,Watford FC,1040000,2018
Skalak,Brighton & Hove Albion,1040000,2018
Robles,Everton FC,1040000,2018
Palmer,Chelsea FC,1040000,2018
Omeruo,Chelsea FC,1040000,2018
Femenia,Watford FC,1040000,2018
Walker-Peters,Tottenham Hotspur,1040000,2018
Baker,Chelsea FC,1040000,2018
Rosenior,Brighton & Hove Albion,1040000,2018
Mousset,AFC Bournemouth,1040000,2018
Rashford,Mancherst United,1040000,2018
Zeegelaar,Watford FC,1040000,2018
Haidara,Newcastle United,1040000,2018
Lowton,Burnley FC,1040000,2018
Maenpaa,Brighton & Hove Albion,1040000,2018
Sanchez,Manchester United,18200000,2019
De Bruyne,Manchester City,18200000,2019
Ozil,Arsenal FC,18200000,2019
Kante,Chelsea FC,15080000,2019
Pogba,Manchester United,15080000,2019
Aguero,Manchester City,13000000,2019
Hazard,Chelsea FC,11700000,2019
Silva,Manchester City,11440000,2019
De Gea,Manchester United,10400000,2019
Kane,Tottenham Hotspur,10400000,2019
Salah,Liverpool FC,10400000,2019
Aubameyang,Arsenal FC,10400000,2019
Lacazette,Arsenal FC,9467273,2019
Mkhitaryan,Arsenal FC,9360000,2019
Sterling,Manchester City,9360000,2019
Firmino,Liverpool FC,9360000,2019
Lukaku,Mancherst United,9360000,2019
Van Dijk,Liverpool FC,9360000,2019
Mata,Manchester United,8320000,2019
Fàbregas,Chelsea FC,8112000,2019
Azpilicueta,Chelsea FC,7800000,2019
Luis Roza,Manchester City,7800000,2019
Arrizabalaga,Chelsea FC,7800000,2019
Shaw,Manchester United,7800000,2019
Son,Tottenham Hotspur,7280000,2019
Milner,Liverpool FC,7280000,2019
Vardy,Leicester City,7280000,2019
Chicharito Hernandez,West Ham United,7280000,2019
Henderson,Liverpool FC,7280000,2019
da Silva,Chelsea FC,7200000,2019
Sturridge,Liverpool FC,6760000,2019
Schmeichel,Leicester City,6760000,2019
Zaha,Crystal Palace,6760000,2019
Welbeck,Arsenal FC,6500000,2019
Meyer,Crystal Palace,6500000,2019
Ramsey,Arsenal FC,6240000,2019
Oxlade-Chamberlain,Liverpool FC,6240000,2019
Young,Mancherst United,6240000,2019
Anicio Caldeira Duarte,Everton FC,6240000,2019
Silva,Manchester City,6240000,2019
Benteke,Crystal Palace,6240000,2019
Drinkwater,Chelsea FC,6240000,2019
Luiz,Chelsea FC,6240000,2019
de Paula Santos,Manchester United,6240000,2019
Gundogan,Manchester City,6240000,2019
Keita,Liverpool FC,6240000,2019
Matic,Manchester United,6240000,2019
Otamendi,Manchester City,6240000,2019
Giroud,Chelsea FC,6240000,2019
Mahrez,Manchester City,6240000,2019
Lindelof,Mancherst United,6240000,2019
Kompany,Manchester City,6240000,2019
Mina,Everton FC,6240000,2019
Herrera,Manchester United,5980000,2019
Yarmolenko,West Ham United,5980000,2019
Gomes,Everton FC,5800000,2019
Lallana,Liverpool FC,5720000,2019
Martial,Mancherst United,5720000,2019
Bellerin,Arsenal FC,5720000,2019
Luiz Frello Filho,Chelsea FC,5720000,2019
Cech,Arsenal FC,5720000,2019
Bakayoko,Chelsea FC,5720000,2019
Schurrle,Fulham FC,5408000,2019
Rudiger,Chelsea FC,5200000,2019
Leno,Arsenal FC,5200000,2019
Lovren,Liverpool FC,5200000,2019
Alli,Tottenham Hotspur,5200000,2019
Mangala,Manchester City,5200000,2019
Tavares,Liverpool FC,5200000,2019
Cahill,Chelsea FC,5200000,2019
Xhaka,Arsenal FC,5200000,2019
Sigurdsson,Everton FC,5200000,2019
Lloris,Tottenham Hotspur,5200000,2019
Wilshere,West Ham United,5200000,2019
Vertonghen,Tottenham Hotspur,5200000,2019
Matip,Liverpool FC,5200000,2019
Stones,Manchester City,5200000,2019
Pickford,Everton FC,5200000,2019
Moutinho,Wolverhampton Wanderers,5200000,2019
Walker,Manchester City,5200000,2019
Sakho,Crystal Palace,5200000,2019
Alonso,Chelsea FC,5200000,2019
Arnautovic,West Ham United,5200000,2019
Fellaini,Manchester United,5200000,2019
Schneiderlin,Everton FC,5200000,2019
Patricio,Wolverhampton Wanderers,5200000,2019
Mane,Liverpool FC,5200000,2019
Kolasinac,Arsenal FC,5200000,2019
Walcott,Everton FC,5200000,2019
Barkley,Chelsea FC,5000000,2019
Papastathopoulos,Arsenal FC,4784000,2019
Becker,Liverpool FC,4680000,2019
Carroll,West Ham United,4680000,2019
Mendy,Manchester City,4680000,2019
Delph,Manchester City,4680000,2019
Jesus,Manchester City,4680000,2019
Wijnaldum,Liverpool FC,4680000,2019
Maguire,Leicester City,4680000,2019
Koscielny,Arsenal FC,4680000,2019
Sane,Manchester City,4680000,2019
Digne,Everton FC,4680000,2019
Batshuayi,Chelsea FC,4680000,2019
de Andrade,Everton FC,4680000,2019
Mustafi,Arsenal FC,4680000,2019
Bony,Swansea City,4680000,2019
Rahman,Chelsea FC,4472000,2019
Valencia,Manchester United,4420000,2019
Anderson,West Ham United,4420000,2019
Silva,Leicester City,4160000,2019
Christensen,Chelsea FC,4160000,2019
Smalling,Manchester United,4160000,2019
Bravo,Manchester City,4160000,2019
Luiz da Silva,Manchester City,4160000,2019
Bailly,Manchester United,4160000,2019
Lamela,Tottenham Hotspur,4160000,2019
Slimani,Leicester City,4160000,2019
Evans,Leicester City,4160000,2019
Moura,Tottenham Hotspur,4160000,2019
Perez,West Ham United,4160000,2019
Gabbiadini,Southampton FC,4160000,2019
Rojo,Manchester United,4160000,2019
Sissoko,Tottenham Hotspur,4160000,2019
Berahino,Stoke City,4160000,2019
Shaqiri,Liverpool FC,4160000,2019
Eriksen,Tottenham Hotspur,3900000,2019
Pulisic,Chelsea FC,3900000,2019
Ings,Liverpool FC,3900000,2019
Llorente,Tottenham Hotspur,3900000,2019
Lingard,Manchester United,3900000,2019
Markovic,Liverpool FC,3900000,2019
Torreira,Arsenal FC,3900000,2019
Kovacic,Chelsea FC,3900000,2019
Ndidi,Leicester City,3900000,2019
Zabaleta,West Ham United,3900000,2019
Jones,Manchester United,3900000,2019
Lichtsteiner,Arsenal FC,3900000,2019
Moses,Chelsea FC,3900000,2019
Bolasie,Everton FC,3900000,2019
Doucouré,Watford FC,3640000,2019
Gray,Watford FC,3640000,2019
Ogbonna,West Ham United,3640000,2019
Williams,Everton FC,3640000,2019
Begovic,AFC Bournemouth,3640000,2019
Austin,Southampton FC,3640000,2019
Zappacosta,Chelsea FC,3640000,2019
Forster,Southampton FC,3640000,2019
Gueye,Everton FC,3640000,2019
Shelvey,Newcastle United,3640000,2019
Mirallas,Everton FC,3640000,2019
Wimmer,Stoke City,3640000,2019
Baines,Everton FC,3640000,2019
Lanzini,West Ham United,3640000,2019
Antonio,West Ham United,3640000,2019
Monreal,Arsenal FC,3640000,2019
Clyne,Liverpool FC,3640000,2019
Pereira,Leicester City,3640000,2019
Bertrand,Southampton FC,3640000,2019
Aurier,Tottenham Hotspur,3640000,2019
Romero,Manchester United,3640000,2019
Reid,West Ham United,3640000,2019
Zambo Anguissa,Fulham FC,3484000,2019
Diop,West Ham United,3484000,2019
Moreno,Liverpool FC,3380000,2019
Laporte,Manchester City,3380000,2019
Chilwell,Leicester City,3380000,2019
Soares,Southampton FC,3380000,2019
Kouyate,Crystal Palace,3380000,2019
Sanchez,Tottenham Hotspur,3380000,2019
Moraes,Manchester City,3380000,2019
Maxim Choupo-Moting,Stoke City,3380000,2019
Michael Seri,Fulham FC,3380000,2019
Defoe,AFC Bournemouth,3380000,2019
Trippier,Tottenham Hotspur,3380000,2019
Fabianski,West Ham United,3380000,2019
Lemina,Southampton FC,3380000,2019
Romeu,Southampton FC,3380000,2019
Ramírez,Everton FC,3380000,2019
Boufal,Southampton FC,3380000,2019
Deeney,Watford FC,3380000,2019
Wanyama,Tottenham Hotspur,3380000,2019
Mitrovic,Fulham FC,3120000,2019
Davies,Tottenham Hotspur,3120000,2019
Martins Indi,Stoke City,3120000,2019
Tosun,Everton FC,3120000,2019
Yacob,West Bromwich Albion,3120000,2019
Wickham,Crystal Palace,3120000,2019
Rose,Tottenham Hotspur,3120000,2019
Dier,Tottenham Hotspur,3120000,2019
Deulofeu,Watford FC,3120000,2019
Vestergaard,Southampton FC,3120000,2019
Rodriguez,West Bromwich Albion,3120000,2019
Salomon Rondon,West Bromwich Albion,3120000,2019
Iheanacho,Leicester City,3120000,2019
Keane,Everton FC,3120000,2019
Elyounoussi,Southampton FC,3120000,2019
Chadli,West Bromwich Albion,3120000,2019
Redmond,Southampton FC,3120000,2019
Dann,Crystal Palace,3120000,2019
Long,Southampton FC,3120000,2019
Mignolet,Liverpool FC,3120000,2019
Davis,Southampton FC,3120000,2019
Guaita,Crystal Palace,3120000,2019
Morgan,Leicester City,3120000,2019
Hoedt,Southampton FC,3120000,2019
Rodríguez Ledesma,Chelsea FC,3000000,2019
Abraham,Chelsea FC,3000000,2019
Schlupp,Crystal Palace,2912000,2019
Townsend,Crystal Palace,2860000,2019
Mee,Brentford FC,2860000,2019
Fletcher,Stoke City,2860000,2019
Gray,Leicester City,2860000,2019
Riedewald,Crystal Palace,2860000,2019
Maddison,Leicester City,2860000,2019
McArthur,Crystal Palace,2860000,2019
Gibbs,West Bromwich Albion,2860000,2019
Vietto,Fulham FC,2860000,2019
Milivojevic,Crystal Palace,2860000,2019
Niasse,Everton FC,2860000,2019
Van Aanholt,Crystal Palace,2860000,2019
Obiang,West Ham United,2860000,2019
Shawcross,Stoke City,2860000,2019
Coleman,Everton FC,2860000,2019
Iborra,Leicester City,2860000,2019
Muto,Newcastle United,2808000,2019
Elneny,Arsenal FC,2730000,2019
Maitland-Niles,Arsenal FC,2704000,2019
Cresswell,West Ham United,2600000,2019
Mooy,Huddersfield Town,2600000,2019
San Miguel del Castillo,West Ham United,2600000,2019
Iwobi,Arsenal FC,2600000,2019
McCarthy,Southampton FC,2600000,2019
Jahanbakhsh,Brighton & Hove Albion,2600000,2019
Robertson,Liverpool FC,2600000,2019
Chambers,Arsenal FC,2600000,2019
Sanchez,West Ham United,2600000,2019
Wood,Burnley FC,2600000,2019
Fuchs,Leicester City,2600000,2019
Imbula,Stoke City,2600000,2019
Winks,Tottenham Hotspur,2600000,2019
McCarthy,Everton FC,2600000,2019
Tarkowski,Burnley FC,2600000,2019
Tomkins,Crystal Palace,2600000,2019
Lerma,AFC Bournemouth,2600000,2019
Allen,Stoke City,2600000,2019
Ayew,Swansea City,2600000,2019
Clasie,Southampton FC,2600000,2019
Noble,West Ham United,2600000,2019
Montoya,Brighton & Hove Albion,2600000,2019
Yoshida,Southampton FC,2600000,2019
Mendy,Leicester City,2600000,2019
Gross,Brighton & Hove Albion,2600000,2019
Jagielka,Everton FC,2600000,2019
Hojbjerg,Southampton FC,2600000,2019
Neves,Wolverhampton Wanderers,2600000,2019
Clucas,Swansea City,2600000,2019
Armstrong,Southampton FC,2600000,2019
Cleverley,Watford FC,2600000,2019
Alexander-Arnold,Liverpool FC,2600000,2019
Boly,Wolverhampton Wanderers,2600000,2019
Mesa,Swansea City,2548000,2019
Krkic,Stoke City,2496000,2019
Stephens,Southampton FC,2496000,2019
Livermore,West Bromwich Albion,2392000,2019
Perez,Newcastle United,2340000,2019
Soyuncu,Leicester City,2340000,2019
Jenkinson,Arsenal FC,2340000,2019
Brunt,West Bromwich Albion,2340000,2019
Simpson,Leicester City,2340000,2019
Janmaat,Watford FC,2340000,2019
Propper,Brighton & Hove Albion,2340000,2019
Jota,Wolverhampton Wanderers,2340000,2019
Origi,Liverpool FC,2340000,2019
Nketiah,Arsenal FC,2340000,2019
Agosto Ramírez,Fulham FC,2340000,2019
Baston,Swansea City,2340000,2019
Ward-Prowse,Southampton FC,2340000,2019
Hart,Burnley FC,2340000,2019
Izquierdo,Brighton & Hove Albion,2340000,2019
King,AFC Bournemouth,2340000,2019
Locadia,Brighton & Hove Albion,2340000,2019
Fer,Swansea City,2340000,2019
Dunk,Brighton & Hove Albion,2340000,2019
Albrighton,Leicester City,2340000,2019
Rashford,Mancherst United,2340000,2019
Moreno,Manchester City,2340000,2019
Ritchie,Newcastle United,2340000,2019
Darmian,Manchester United,2340000,2019
Diame,Newcastle United,2340000,2019
Ghezzal,Leicester City,2340000,2019
Pereyra,Watford FC,2340000,2019
Prodl,Watford FC,2340000,2019
Rico,Fulham FC,2340000,2019
Cook,AFC Bournemouth,2340000,2019
Defour,Burnley FC,2340000,2019
Palmieri,Chelsea FC,2288000,2019
Traore,Wolverhampton Wanderers,2236000,2019
Fernandez,Newcastle United,2236000,2019
Heaton,Burnley FC,2200000,2019
Jimenez,Wolverhampton Wanderers,2132000,2019
King,Leicester City,2080000,2019
Gunn,Southampton FC,2080000,2019
Masuaku,West Ham United,2080000,2019
Boruc,AFC Bournemouth,2080000,2019
Barnes,Burnley FC,2080000,2019
Gibson,Burnley FC,2080000,2019
Wilson,AFC Bournemouth,2080000,2019
Dawson,West Bromwich Albion,2080000,2019
Ospina,Arsenal FC,2080000,2019
Gayle,Newcastle United,2080000,2019
Balbuena,West Ham United,2080000,2019
Schar,Newcastle United,2080000,2019
Andone,Brighton & Hove Albion,2080000,2019
Arter,AFC Bournemouth,2080000,2019
Lansbury,Aston Villa,2080000,2019
Lascelles,Newcastle United,2080000,2019
Mato,Newcastle United,2080000,2019
Sung-yueng,Newcastle United,2080000,2019
Zouma,Chelsea FC,2080000,2019
Phillips,West Bromwich Albion,2080000,2019
Guendouzi,Arsenal FC,2080000,2019
Vorm,Tottenham Hotspur,2080000,2019
Ake,AFC Bournemouth,2080000,2019
Crouch,Stoke City,2080000,2019
Snodgrass,West Ham United,2080000,2019
Fredericks,West Ham United,2080000,2019
Gallagher,Southampton FC,2080000,2019
Duffy,Brighton & Hove Albion,2080000,2019
Hennessey,Crystal Palace,2080000,2019
Caballero,Chelsea FC,2080000,2019
Benalouane,Leicester City,2080000,2019
Capoue,Watford FC,2080000,2019
Pieters,Stoke City,1976000,2019
Lejeune,Newcastle United,1976000,2019
Cork,Burnley FC,1976000,2019
Ibe,AFC Bournemouth,1976000,2019
Britton,Swansea City,1976000,2019
Dubravka,Newcastle United,1976000,2019
Sandler,Manchester City,1976000,2019
Dendoncker,Wolverhampton Wanderers,1972000,2019
Castro,Wolverhampton Wanderers,1907000,2019
Routledge,Swansea City,1872000,2019
Lennon,Burnley FC,1820000,2019
Smith,AFC Bournemouth,1820000,2019
Nyom,West Bromwich Albion,1820000,2019
Surman,AFC Bournemouth,1820000,2019
Knockaert,Brighton & Hove Albion,1820000,2019
Daniels,AFC Bournemouth,1820000,2019
Clark,Newcastle United,1820000,2019
Martina,Everton FC,1820000,2019
Gosling,AFC Bournemouth,1820000,2019
Durm,Huddersfield Town,1820000,2019
N'Koudou,Tottenham Hotspur,1820000,2019
Saivet,Newcastle United,1820000,2019
Gomes,Watford FC,1820000,2019
Butland,Stoke City,1820000,2019
Colback,Newcastle United,1820000,2019
Grealish,Aston Villa,1820000,2019
Puncheon,Crystal Palace,1820000,2019
Manquillo,Newcastle United,1820000,2019
Hendrick,Burnley FC,1820000,2019
Ward,Crystal Palace,1820000,2019
Ruddy,Wolverhampton Wanderers,1820000,2019
Kodjia,Aston Villa,1820000,2019
Stanislas,AFC Bournemouth,1820000,2019
Depoitre,Huddersfield Town,1820000,2019
Cook,AFC Bournemouth,1820000,2019
Bettinelli,Fulham FC,1820000,2019
Vydra,Burnley FC,1820000,2019
Ryan,Brighton & Hove Albion,1820000,2019
Targett,Southampton FC,1820000,2019
Chalobah,Watford FC,1820000,2019
Pope,Burnley FC,1820000,2019
Bamford,Luton Town,1820000,2019
Dummett,Newcastle United,1820000,2019
Brady,Burnley FC,1820000,2019
Loftus-Cheek,Chelsea FC,1820000,2019
Okazaki,Leicester City,1820000,2019
Okaka,Watford FC,1820000,2019
Mounie,Huddersfield Town,1820000,2019
Kongolo,Huddersfield Town,1820000,2019
Carroll,Swansea City,1820000,2019
Kaboul,Watford FC,1820000,2019
Janssen,Tottenham Hotspur,1768000,2019
Muniesa,Stoke City,1716000,2019
Olsson,Swansea City,1716000,2019
Jorgensen,Huddersfield Town,1716000,2019
Costa,Wolverhampton Wanderers,1690000,2019
Johnstone,West Bromwich Albion,1690000,2019
Casilla,Luton Town,1670000,2019
Mawson,Fulham FC,1664000,2019
Schelotto,Brighton & Hove Albion,1664000,2019
James,Leicester City,1664000,2019
Dyer,Swansea City,1664000,2019
Taylor,Aston Villa,1664000,2019
Westwood,Burnley FC,1612000,2019
Onyekuru,Everton FC,1612000,2019
Zhang,West Bromwich Albion,1612000,2019
Diakhaby,Huddersfield Town,1560000,2019
Pritchard,Huddersfield Town,1560000,2019
Smithies,Cardiff City,1560000,2019
Pereira,Manchester United,1560000,2019
Kapustka,Leicester City,1560000,2019
Foster,Watford FC,1560000,2019
Reid,Cardiff City,1560000,2019
Atsu,Newcastle United,1560000,2019
Kabasele,Watford FC,1560000,2019
Stephens,Brighton & Hove Albion,1560000,2019
Williams,Huddersfield Town,1560000,2019
Yedlin,Newcastle United,1560000,2019
Fernandes,West Ham United,1560000,2019
Cameron,Stoke City,1560000,2019
Murray,Brighton & Hove Albion,1560000,2019
Robson-Kanu,West Bromwich Albion,1560000,2019
Success,Watford FC,1560000,2019
Chester,Aston Villa,1560000,2019
Montero,Swansea City,1560000,2019
Bryan,Fulham FC,1560000,2019
Gomez,Liverpool FC,1560000,2019
Berg Gudmundsson,Burnley FC,1560000,2019
Walters,Burnley FC,1560000,2019
Amat,Swansea City,1560000,2019
Holebas,Watford FC,1560000,2019
Onomah,Tottenham Hotspur,1560000,2019
Grant,Manchester United,1560000,2019
Narsingh,Swansea City,1560000,2019
Stekelenburg,Everton FC,1560000,2019
Besic,Everton FC,1560000,2019
Burke,West Bromwich Albion,1560000,2019
Souare,Crystal Palace,1560000,2019
Vinagre,Wolverhampton Wanderers,1560000,2019
Byram,West Ham United,1560000,2019
Francis,AFC Bournemouth,1560000,2019
March,Brighton & Hove Albion,1560000,2019
Cairney,Fulham FC,1560000,2019
Adarabioyo,Manchester City,1560000,2019
Hughes,Watford FC,1560000,2019
Ecuele Manga,Cardiff City,1535000,2019
Masina,Watford FC,1456000,2019
Mutch,Crystal Palace,1456000,2019
Hoilett,Cardiff City,1456000,2019
Garbutt,Everton FC,1456000,2019
Ward,Burnley FC,1456000,2019
Cavaleiro,Wolverhampton Wanderers,1450000,2019
van Ginkel,Chelsea FC,1450000,2019
Sobhi,Huddersfield Town,1404000,2019
Fraser,AFC Bournemouth,1404000,2019
Ream,Fulham FC,1404000,2019
Hegazy,West Bromwich Albion,1378000,2019
Elmohamady,Aston Villa,1300000,2019
Kayal,Brighton & Hove Albion,1300000,2019
Fernandes da Silva Junior,Brighton & Hove Albion,1300000,2019
Smith,AFC Bournemouth,1300000,2019
Taylor,Burnley FC,1300000,2019
Schindler,Huddersfield Town,1300000,2019
Dalot,Manchester United,1300000,2019
Solanke,Liverpool FC,1300000,2019
Kachunga,Huddersfield Town,1300000,2019
Hanley,Norwich City,1300000,2019
Afellay,Stoke City,1300000,2019
Brown,Chelsea FC,1300000,2019
Murphy,Newcastle United,1300000,2019
Murphy,Cardiff City,1300000,2019
Speroni,Crystal Palace,1300000,2019
Darlow,Newcastle United,1300000,2019
Mavropanos,Arsenal FC,1300000,2019
Nordfeldt,Swansea City,1300000,2019
Bielik,Arsenal FC,1300000,2019
Karius,Liverpool FC,1300000,2019
Pugh,AFC Bournemouth,1300000,2019
Suttner,Brighton & Hove Albion,1300000,2019
Kelly,Crystal Palace,1300000,2019
Holgate,Everton FC,1300000,2019
Lowton,Burnley FC,1300000,2019
le Marchand,Fulham FC,1300000,2019
Britos,Watford FC,1300000,2019
Wells,Burnley FC,1300000,2019
Vlasic,Everton FC,1300000,2019
Bardsley,Burnley FC,1300000,2019
Elliot,Newcastle United,1300000,2019
Green,Chelsea FC,1300000,2019
Kenedy,Chelsea FC,1300000,2019
Vokes,Burnley FC,1300000,2019
Morrison,Cardiff City,1300000,2019
Davies,Everton FC,1300000,2019
Bissouma,Brighton & Hove Albion,1300000,2019
Ralls,Cardiff City,1275000,2019
Gunnarsson,Cardiff City,1250000,2019
Bogdan,Liverpool FC,1248000,2019
Cathcart,Watford FC,1200000,2019
Long,Burnley FC,1200000,2019
Long,Burnley FC,1200000,2019
Lookman,Everton FC,1196000,2019
Galloway,Everton FC,1196000,2019
Jakupovic,Leicester City,1196000,2019
Hadergjonaj,Huddersfield Town,1196000,2019
Hogg,Huddersfield Town,1196000,2019
Navarro,Watford FC,1196000,2019
Kalas,Chelsea FC,1196000,2019
Paterson,Cardiff City,1170000,2019
Hayden,Newcastle United,1144000,2019
De Gea,Manchester United,19500000,2020
Sanchez,Manchester United,18200000,2020
De Bruyne,Manchester City,18200000,2020
Ozil,Arsenal FC,18200000,2020
Sterling,Manchester City,15600000,2020
Kante,Chelsea FC,15080000,2020
Pogba,Manchester United,15080000,2020
Martial,Mancherst United,13000000,2020
Aguero,Manchester City,11967000,2020
Silva,Manchester City,11440000,2020
Kane,Tottenham Hotspur,10400000,2020
Rashford,Mancherst United,10400000,2020
Salah,Liverpool FC,10400000,2020
Aubameyang,Arsenal FC,10400000,2020
Ndombele,Tottenham Hotspur,10400000,2020
Maguire,Mancherst United,9875000,2020
Lacazette,Arsenal FC,9467273,2020
Fernandes,Mancherst United,9360000,2020
Mkhitaryan,Arsenal FC,9360000,2020
Firmino,Liverpool FC,9360000,2020
Van Dijk,Liverpool FC,9360000,2020
Mata,Manchester United,8320000,2020
Silva,Manchester City,7800000,2020
Pulisic,Chelsea FC,7800000,2020
Azpilicueta,Chelsea FC,7800000,2020
Luis Roza,Manchester City,7800000,2020
Arrizabalaga,Chelsea FC,7800000,2020
Shaw,Manchester United,7800000,2020
Kovacic,Chelsea FC,7800000,2020
Son,Tottenham Hotspur,7280000,2020
Gundogan,Manchester City,7280000,2020
Milner,Liverpool FC,7280000,2020
Vardy,Leicester City,7280000,2020
Chicharito Hernandez,West Ham United,7280000,2020
Henderson,Liverpool FC,7280000,2020
Pepe,Arsenal FC,7280000,2020
da Silva,Chelsea FC,7200000,2020
Schmeichel,Leicester City,6760000,2020
Zaha,Crystal Palace,6760000,2020
Luiz,Arsenal FC,6535000,2020
Meyer,Crystal Palace,6500000,2020
Hernández Cascante,Manchester City,6300000,2020
Oxlade-Chamberlain,Liverpool FC,6240000,2020
Laporte,Manchester City,6240000,2020
Anicio Caldeira Duarte,Everton FC,6240000,2020
Hudson-Odoi,Chelsea FC,6240000,2020
Benteke,Crystal Palace,6240000,2020
Drinkwater,Chelsea FC,6240000,2020
de Paula Santos,Manchester United,6240000,2020
Keita,Liverpool FC,6240000,2020
Matic,Manchester United,6240000,2020
Otamendi,Manchester City,6240000,2020
Mahrez,Manchester City,6240000,2020
Lindelof,Mancherst United,6240000,2020
Mina,Everton FC,6240000,2020
Haller,West Ham United,6000000,2020
Yarmolenko,West Ham United,5980000,2020
Gomes,Everton FC,5835000,2020
Lallana,Liverpool FC,5720000,2020
Bellerin,Arsenal FC,5720000,2020
Luiz Frello Filho,Chelsea FC,5720000,2020
Walker,Manchester City,5720000,2020
Giroud,Chelsea FC,5720000,2020
Bakayoko,Chelsea FC,5720000,2020
Schurrle,Fulham FC,5408000,2020
