Year,Team,Position,Points,Profit(£),Age,Name,Height(cm)
2022,Newcastle United,11,49,130.9,27.5,Dan Burn,201
2022,Newcastle United,11,49,130.9,27.5,Martin Dúbravka,191
2022,Newcastle United,11,49,130.9,27.5,Mark Gillespie,191
2022,Newcastle United,11,49,130.9,27.5,Chris Wood,191
2022,Newcastle United,11,49,130.9,27.5,Karl Darlow,190
2022,Newcastle United,11,49,130.9,27.5,Federico Fernández,189
2022,Newcastle United,11,49,130.9,27.5,Jamaal Lascelles,188
2022,Newcastle United,11,49,130.9,27.5,Isaac Hayden,187
2022,Newcastle United,11,49,130.9,27.5, Joelinton,186
2022,Newcastle United,11,49,130.9,27.5,Fabian Schär,186
2022,Newcastle United,11,49,130.9,27.5,Joe Willock,186
2022,Newcastle United,11,49,130.9,27.5,Ciaran Clark,185
2022,Newcastle United,11,49,130.9,27.5,Emil Krafth,184
2022,Newcastle United,11,49,130.9,27.5,Jonjo Shelvey,184
2022,Newcastle United,11,49,130.9,27.5,Paul Dummett,183
2022,Newcastle United,11,49,130.9,27.5,Matt Targett,183
2022,Newcastle United,11,49,130.9,27.5, Bruno Guimarães,182
2022,Newcastle United,11,49,130.9,27.5,Sean Longstaff,181
2022,Newcastle United,11,49,130.9,27.5,Callum Wilson,180
2022,Newcastle United,11,49,130.9,27.5,Lucas De Bolle,179
2022,Newcastle United,11,49,130.9,27.5,Jamal Lewis,178
2022,Newcastle United,11,49,130.9,27.5, Manquillo,178
2022,Newcastle United,11,49,130.9,27.5,Miguel Almirón,174
2022,Newcastle United,11,49,130.9,27.5,Dwight Gayle,174
2022,Crystal Palace,12,48,123.5,27.1,Jack Butland,196
2022,Crystal Palace,12,48,123.5,27.1,Joachim Andersen,192
2022,Crystal Palace,12,48,123.5,27.1,Jarosław Jach,192
2022,Crystal Palace,12,48,123.5,27.1,Jean-Philippe Mateta,192
2022,Crystal Palace,12,48,123.5,27.1,Remi Matthews,192
2022,Crystal Palace,12,48,123.5,27.1,James Tomkins,192
2022,Crystal Palace,12,48,123.5,27.1,Martin Kelly,191
2022,Crystal Palace,12,48,123.5,27.1,Christian Benteke,190
2022,Crystal Palace,12,48,123.5,27.1, Guaita,190
2022,Crystal Palace,12,48,123.5,27.1,Cheikhou Kouyaté,189
2022,Crystal Palace,12,48,123.5,27.1,Odsonne Édouard,187
2022,Crystal Palace,12,48,123.5,27.1,Luka Milivojević,186
2022,Crystal Palace,12,48,123.5,27.1,Joel Ward,186
2022,Crystal Palace,12,48,123.5,27.1,Will Hughes,185
2022,Crystal Palace,12,48,123.5,27.1,Nathan Ferguson,184
2022,Crystal Palace,12,48,123.5,27.1,Michael Olise,184
2022,Crystal Palace,12,48,123.5,27.1,Scott Banks,183
2022,Crystal Palace,12,48,123.5,27.1,Jordan Ayew,182
2022,Crystal Palace,12,48,123.5,27.1,Conor Gallagher,182
2022,Crystal Palace,12,48,123.5,27.1,Marc Guéhi,182
2022,Crystal Palace,12,48,123.5,27.1,Jaïro Riedewald,182
2022,Crystal Palace,12,48,123.5,27.1,John-Kymani Gordon,181
2022,Crystal Palace,12,48,123.5,27.1,Jack Wells-Morrison,180
2022,Crystal Palace,12,48,123.5,27.1,Wilfried Zaha,180
2022,Crystal Palace,12,48,123.5,27.1,Eberechi Eze,178
2022,Crystal Palace,12,48,123.5,27.1,James McArthur,178
2022,Crystal Palace,12,48,123.5,27.1,Jesurun Rak-Sakyi,178
2022,Crystal Palace,12,48,123.5,27.1,Jeffrey Schlupp,178
2022,Crystal Palace,12,48,123.5,27.1,Tayo Adaramola,177
2022,Crystal Palace,12,48,123.5,27.1,Nathaniel Clyne,175
2022,Crystal Palace,12,48,123.5,27.1,Tyrick Mitchell,175
2022,Brentford FC,13,46,119.9,25.4,Kristoffer Ajer,196
2022,Brentford FC,13,46,119.9,25.4,Pontus Jansson,196
2022,Brentford FC,13,46,119.9,25.4,Jonas Lössl,195
2022,Brentford FC,13,46,119.9,25.4,Mads Bech,189
2022,Brentford FC,13,46,119.9,25.4, Zanka,189
2022,Brentford FC,13,46,119.9,25.4,Christian Nørgaard,187
2022,Brentford FC,13,46,119.9,25.4,Myles Peart-Harris,187
2022,Brentford FC,13,46,119.9,25.4,Ethan Pinnock,187
2022,Brentford FC,13,46,119.9,25.4, Álvaro Fernández,186
2022,Brentford FC,13,46,119.9,25.4,Joshua Dasilva,184
2022,Brentford FC,13,46,119.9,25.4,Vitaly Janelt,184
2022,Brentford FC,13,46,119.9,25.4,Mads Roerslev,184
2022,Brentford FC,13,46,119.9,25.4, David Raya,183
2022,Brentford FC,13,46,119.9,25.4,Julian Jeanvier,183
2022,Brentford FC,13,46,119.9,25.4,Frank Onyeka,183
2022,Brentford FC,13,46,119.9,25.4,Matthew Cox,182
2022,Brentford FC,13,46,119.9,25.4,Christian Eriksen,182
2022,Brentford FC,13,46,119.9,25.4,Paris Maghoma,181
2022,Brentford FC,13,46,119.9,25.4,Tariqe Fosu,180
2022,Brentford FC,13,46,119.9,25.4,Mathias Jensen,180
2022,Brentford FC,13,46,119.9,25.4,Finley Stevens,179
2022,Brentford FC,13,46,119.9,25.4,Ivan Toney,179
2022,Brentford FC,13,46,119.9,25.4,Daniel Oyegoke,178
2022,Brentford FC,13,46,119.9,25.4, Sergi Canós,177
2022,Brentford FC,13,46,119.9,25.4,Saman Ghoddos,176
2022,Brentford FC,13,46,119.9,25.4,Yoane Wissa,176
2022,Brentford FC,13,46,119.9,25.4,Shandon Baptiste,175
2022,Brentford FC,13,46,119.9,25.4,Max Haygarth,175
2022,Brentford FC,13,46,119.9,25.4,Nathan Young-Coombes,175
2022,Aston Villa,14,45,122.0,26.1,Josh Feeney,196
2022,Aston Villa,14,45,122.0,26.1,Tyrone Mings,196
2022,Aston Villa,14,45,122.0,26.1,Robin Olsen,196
2022,Aston Villa,14,45,122.0,26.1,Emiliano Martínez,195
2022,Aston Villa,14,45,122.0,26.1,Kortney Hause,191
2022,Aston Villa,14,45,122.0,26.1,Sil Swinkels,191
2022,Aston Villa,14,45,122.0,26.1,Viljami Sinisalo,190
2022,Aston Villa,14,45,122.0,26.1,Carney Chukwuemeka,187
2022,Aston Villa,14,45,122.0,26.1,Matty Cash,185
2022,Aston Villa,14,45,122.0,26.1,Lamare Bogarde,183
2022,Aston Villa,14,45,122.0,26.1,Ben Chrisene,183
2022,Aston Villa,14,45,122.0,26.1,Ezri Konsa,183
2022,Aston Villa,14,45,122.0,26.1,Calum Chambers,182
2022,Aston Villa,14,45,122.0,26.1,Hayden Lindley,182
2022,Aston Villa,14,45,122.0,26.1,Bertrand Traoré,181
2022,Aston Villa,14,45,122.0,26.1,Jacob Ramsey,180
2022,Aston Villa,14,45,122.0,26.1,Morgan Sanson,180
2022,Aston Villa,14,45,122.0,26.1,Ollie Watkins,180
2022,Aston Villa,14,45,122.0,26.1,Leon Bailey,178
2022,Aston Villa,14,45,122.0,26.1,Lucas Digne,178
2022,Aston Villa,14,45,122.0,26.1,Danny Ings,178
2022,Aston Villa,14,45,122.0,26.1,John McGinn,178
2022,Aston Villa,14,45,122.0,26.1, Douglas Luiz,177
2022,Aston Villa,14,45,122.0,26.1,Marvelous Nakamba,177
2022,Aston Villa,14,45,122.0,26.1,Tim Iroegbunam,175
2022,Aston Villa,14,45,122.0,26.1,Ashley Young,175
2022,Southampton FC,15,40,111.8,25.7,Fraser Forster,201
2022,Southampton FC,15,40,111.8,25.7,Alex McCarthy,193
2022,Southampton FC,15,40,111.8,25.7,Armando Broja,191
2022,Southampton FC,15,40,111.8,25.7,Harry Lewis,191
2022,Southampton FC,15,40,111.8,25.7,Mohammed Salisu,191
2022,Southampton FC,15,40,111.8,25.7,Jan Bednarek,189
2022,Southampton FC,15,40,111.8,25.7, Lyanco,187
2022,Southampton FC,15,40,111.8,25.7,Willy Caballero,186
2022,Southampton FC,15,40,111.8,25.7,Jack Stephens,185
2022,Southampton FC,15,40,111.8,25.7,Stuart Armstrong,183
2022,Southampton FC,15,40,111.8,25.7, Oriol Romeu,183
2022,Southampton FC,15,40,111.8,25.7,Shane Long,180
2022,Southampton FC,15,40,111.8,25.7,Yan Valery,180
2022,Southampton FC,15,40,111.8,25.7,Ché Adams,179
2022,Southampton FC,15,40,111.8,25.7,Ibrahima Diallo,179
2022,Southampton FC,15,40,111.8,25.7,Tyler Dibling,178
2022,Southampton FC,15,40,111.8,25.7,Mohamed Elyounoussi,178
2022,Southampton FC,15,40,111.8,25.7,Kazeem Olaigbe,178
2022,Southampton FC,15,40,111.8,25.7,Kgaogelo Chauke,177
2022,Southampton FC,15,40,111.8,25.7,Moussa Djénépo,177
2022,Southampton FC,15,40,111.8,25.7,Thierry Small,177
2022,Southampton FC,15,40,111.8,25.7,James Ward-Prowse,177
2022,Southampton FC,15,40,111.8,25.7,Theo Walcott,175
2022,Southampton FC,15,40,111.8,25.7,Adam Armstrong,173
2022,Everton FC,16,39,118.6,26.7,Asmir Begović,199
2022,Everton FC,16,39,118.6,26.7,Reece Welch,197
2022,Everton FC,16,39,118.6,26.7,Tyler Onyango,196
2022,Everton FC,16,39,118.6,26.7,Jarrad Branthwaite,195
2022,Everton FC,16,39,118.6,26.7,Yerry Mina,195
2022,Everton FC,16,39,118.6,26.7,Harry Tyrer,194
2022,Everton FC,16,39,118.6,26.7,Andy Lonergan,193
2022,Everton FC,16,39,118.6,26.7,Isaac Price,193
2022,Everton FC,16,39,118.6,26.7,Dominic Calvert-Lewin,189
2022,Everton FC,16,39,118.6,26.7,Anwar el Ghazi,189
2022,Everton FC,16,39,118.6,26.7,Nathan Patterson,189
2022,Everton FC,16,39,118.6,26.7,Salomón Rondón,189
2022,Everton FC,16,39,118.6,26.7,Dele Alli,188
2022,Everton FC,16,39,118.6,26.7, André Gomes,188
2022,Everton FC,16,39,118.6,26.7,Michael Keane,188
2022,Everton FC,16,39,118.6,26.7,Mason Holgate,187
2022,Everton FC,16,39,118.6,26.7,Gylfi Sigurðsson,186
2022,Everton FC,16,39,118.6,26.7,Jordan Pickford,185
2022,Everton FC,16,39,118.6,26.7,Charlie Whitaker,185
2022,Everton FC,16,39,118.6,26.7,Ben Godfrey,184
2022,Everton FC,16,39,118.6,26.7, Richarlison,184
2022,Everton FC,16,39,118.6,26.7,Donny van de Beek,184
2022,Everton FC,16,39,118.6,26.7,Ryan Astley,183
2022,Everton FC,16,39,118.6,26.7,Abdoulaye Doucouré,183
2022,Everton FC,16,39,118.6,26.7,Demarai Gray,183
2022,Everton FC,16,39,118.6,26.7,Alex Iwobi,183
2022,Everton FC,16,39,118.6,26.7,Cenk Tosun,183
2022,Everton FC,16,39,118.6,26.7,Anthony Gordon,182
2022,Everton FC,16,39,118.6,26.7,Andros Townsend,181
2022,Everton FC,16,39,118.6,26.7,Tom Davies,180
2022,Everton FC,16,39,118.6,26.7,Vitaliy Mykolenko,180
2022,Everton FC,16,39,118.6,26.7,Séamus Coleman,177
2022,Everton FC,16,39,118.6,26.7,Lewis Dobbin,176
2022,Everton FC,16,39,118.6,26.7,Kyle John,176
2022,Everton FC,16,39,118.6,26.7,Jonjoe Kenny,176
2022,Everton FC,16,39,118.6,26.7, Allan,175
2022,Everton FC,16,39,118.6,26.7,Fabian Delph,174
2022,Leeds United,17,38,114.0,26.1,Illan Meslier,198
2022,Leeds United,17,38,114.0,26.1,Robin Koch,191
2022,Leeds United,17,38,114.0,26.1,Jack Jenkins,190
2022,Leeds United,17,38,114.0,26.1,Pascal Struijk,190
2022,Leeds United,17,38,114.0,26.1,Kristoffer Klaesson,189
2022,Leeds United,17,38,114.0,26.1,Leo Hjelde,188
2022,Leeds United,17,38,114.0,26.1,Nohan Kenneh,188
2022,Leeds United,17,38,114.0,26.1,Liam Cooper,186
2022,Leeds United,17,38,114.0,26.1, Llorente,186
2022,Leeds United,17,38,114.0,26.1,Patrick Bamford,185
2022,Leeds United,17,38,114.0,26.1,Kris Moore,185
2022,Leeds United,17,38,114.0,26.1,Junior Firpo,184
2022,Leeds United,17,38,114.0,26.1,Luke Ayling,183
2022,Leeds United,17,38,114.0,26.1,Charlie Cresswell,183
2022,Leeds United,17,38,114.0,26.1,Stuart Dallas,183
2022,Leeds United,17,38,114.0,26.1,Archie Gray,183
2022,Leeds United,17,38,114.0,26.1,Mateusz Klich,183
2022,Leeds United,17,38,114.0,26.1, Rodrigo,182
2022,Leeds United,17,38,114.0,26.1,Sam Greenwood,180
2022,Leeds United,17,38,114.0,26.1,Tyler Roberts,180
2022,Leeds United,17,38,114.0,26.1,Joe Gelhardt,179
2022,Leeds United,17,38,114.0,26.1,Stuart McKinstry,179
2022,Leeds United,17,38,114.0,26.1,Kalvin Phillips,179
2022,Leeds United,17,38,114.0,26.1, Raphinha,176
2022,Leeds United,17,38,114.0,26.1,Adam Forshaw,175
2022,Leeds United,17,38,114.0,26.1,Jack Harrison,175
2022,Leeds United,17,38,114.0,26.1,Liam McCarron,175
2022,Leeds United,17,38,114.0,26.1,Crysencio Summerville,174
2022,Burnley FC,18,35,103.9,28.5,Wayne Hennessey,198
2022,Burnley FC,18,35,103.9,28.5,Nick Pope,198
2022,Burnley FC,18,35,103.9,28.5,Wout Weghorst,197
2022,Burnley FC,18,35,103.9,28.5,Nathan Collins,193
2022,Burnley FC,18,35,103.9,28.5,Will Norris,190
2022,Burnley FC,18,35,103.9,28.5,Kevin Long,188
2022,Burnley FC,18,35,103.9,28.5,Sam Waller,187
2022,Burnley FC,18,35,103.9,28.5,Jóhann Guðmundsson,186
2022,Burnley FC,18,35,103.9,28.5,Bobby Thomas,186
2022,Burnley FC,18,35,103.9,28.5,Ashley Barnes,185
2022,Burnley FC,18,35,103.9,28.5,Jack Cork,185
2022,Burnley FC,18,35,103.9,28.5,Jay Rodriguez,185
2022,Burnley FC,18,35,103.9,28.5,Dale Stephens,185
2022,Burnley FC,18,35,103.9,28.5,James Tarkowski,185
2022,Burnley FC,18,35,103.9,28.5,Joe McGlynn,183
2022,Burnley FC,18,35,103.9,28.5,Dwight McNeil,183
2022,Burnley FC,18,35,103.9,28.5,Erik Pieters,183
2022,Burnley FC,18,35,103.9,28.5,Charlie Taylor,183
2022,Burnley FC,18,35,103.9,28.5,Phil Bardsley,180
2022,Burnley FC,18,35,103.9,28.5,Matthew Lowton,180
2022,Burnley FC,18,35,103.9,28.5,Anthony Mancini,180
2022,Burnley FC,18,35,103.9,28.5,Ben Mee,180
2022,Burnley FC,18,35,103.9,28.5,Matěj Vydra,180
2022,Burnley FC,18,35,103.9,28.5,Josh Brownhill,179
2022,Burnley FC,18,35,103.9,28.5,Maxwel Cornet,179
2022,Burnley FC,18,35,103.9,28.5,Owen Dodgson,178
2022,Burnley FC,18,35,103.9,28.5,Lewis Richardson,178
2022,Burnley FC,18,35,103.9,28.5,Dara Costelloe,175
2022,Burnley FC,18,35,103.9,28.5,Connor Roberts,175
2022,Burnley FC,18,35,103.9,28.5,Ashley Westwood,174
2022,Watford FC,19,23,101.2,28.4,Tiago Çukur,196
2022,Watford FC,19,23,101.2,28.4,Ben Foster,193
2022,Watford FC,19,23,101.2,28.4,Francisco Sierralta,192
2022,Watford FC,19,23,101.2,28.4,Daniel Bachmann,191
2022,Watford FC,19,23,101.2,28.4,Adam Masina,191
2022,Watford FC,19,23,101.2,28.4,William Troost-Ekong,191
2022,Watford FC,19,23,101.2,28.4,Derek Agyakwa,190
2022,Watford FC,19,23,101.2,28.4,Rob Elliot,190
2022,Watford FC,19,23,101.2,28.4,Vincent Angelini,189
2022,Watford FC,19,23,101.2,28.4,Craig Cathcart,188
2022,Watford FC,19,23,101.2,28.4, João Pedro,187
2022,Watford FC,19,23,101.2,28.4,Christian Kabasele,187
2022,Watford FC,19,23,101.2,28.4,Moussa Sissoko,187
2022,Watford FC,19,23,101.2,28.4,Juraj Kucka,186
2022,Watford FC,19,23,101.2,28.4,Nicolas N´Koulou,185
2022,Watford FC,19,23,101.2,28.4, Samir De Souza,185
2022,Watford FC,19,23,101.2,28.4,Ismaïla Sarr,185
2022,Watford FC,19,23,101.2,28.4,Jeremy Ngakia,184
2022,Watford FC,19,23,101.2,28.4,Kwadwo Baah,183
2022,Watford FC,19,23,101.2,28.4,Dan Gosling,183
2022,Watford FC,19,23,101.2,28.4,Edo Kayembe,183
2022,Watford FC,19,23,101.2,28.4,James Morris,183
2022,Watford FC,19,23,101.2,28.4,Joshua King,180
2022,Watford FC,19,23,101.2,28.4,Ken Sema,180
2022,Watford FC,19,23,101.2,28.4,Jack Grieves,178
2022,Watford FC,19,23,101.2,28.4,Imrân Louza,178
2022,Watford FC,19,23,101.2,28.4,Samuel Kalu,177
2022,Watford FC,19,23,101.2,28.4,Cucho Hernández,176
2022,Watford FC,19,23,101.2,28.4,Tom Cleverley,175
2022,Watford FC,19,23,101.2,28.4,Emmanuel Dennis,175
2022,Watford FC,19,23,101.2,28.4,Peter Etebo,174
2022,Watford FC,19,23,101.2,28.4,Shaqai Forde,174
2022,Watford FC,19,23,101.2,28.4, Kiko Femenía,174
2022,Watford FC,19,23,101.2,28.4,Henry Wise,174
2022,Watford FC,19,23,101.2,28.4,Adrian Blake,173
2022,Norwich City,20,22,98.6,26.2,Angus Gunn,196
2022,Norwich City,20,22,98.6,26.2,Christoph Zimmermann,194
2022,Norwich City,20,22,98.6,26.2,Jonathan Tomkinson,192
2022,Norwich City,20,22,98.6,26.2,Michael McGovern,191
2022,Norwich City,20,22,98.6,26.2,Adam Idah,190
2022,Norwich City,20,22,98.6,26.2,Andrew Omobamidele,190
2022,Norwich City,20,22,98.6,26.2,Grant Hanley,188
2022,Norwich City,20,22,98.6,26.2,Tim Krul,188
2022,Norwich City,20,22,98.6,26.2,Ozan Kabak,186
2022,Norwich City,20,22,98.6,26.2,Ben Gibson,185
2022,Norwich City,20,22,98.6,26.2,Pierre Lees-Melou,185
2022,Norwich City,20,22,98.6,26.2,Jon McCracken,185
2022,Norwich City,20,22,98.6,26.2,Josh Sargent,185
2022,Norwich City,20,22,98.6,26.2,Jacob Sørensen,184
2022,Norwich City,20,22,98.6,26.2,Sam Byram,183
2022,Norwich City,20,22,98.6,26.2,Kieran Dowell,183
2022,Norwich City,20,22,98.6,26.2,Dimitris Giannoulis,183
2022,Norwich City,20,22,98.6,26.2,Abu Kamara,183
2022,Norwich City,20,22,98.6,26.2,Kenny McLean,183
2022,Norwich City,20,22,98.6,26.2,Teemu Pukki,180
2022,Norwich City,20,22,98.6,26.2,Brandon Williams,180
2022,Norwich City,20,22,98.6,26.2,Mathias Normann,179
2022,Norwich City,20,22,98.6,26.2,Christos Tzolis,179
2022,Norwich City,20,22,98.6,26.2,Max Aarons,178
2022,Norwich City,20,22,98.6,26.2,Liam Gibbs,178
2022,Norwich City,20,22,98.6,26.2,Przemysław Płacheta,178
2022,Norwich City,20,22,98.6,26.2,Lukas Rupp,178
2022,Norwich City,20,22,98.6,26.2,Milot Rashica,177
2022,Norwich City,20,22,98.6,26.2,Tony Springett,174
2023,Manchester City,1,89,161.3,27.2,Erling Haaland,194
2023,Manchester City,1,89,161.3,27.2, Rodri,191
2023,Manchester City,1,89,161.3,27.2,Aymeric Laporte,190
2023,Manchester City,1,89,161.3,27.2,Shea Charles,189
2023,Manchester City,1,89,161.3,27.2,Scott Carson,188
2023,Manchester City,1,89,161.3,27.2, Ederson,188
2023,Manchester City,1,89,161.3,27.2,Nico O'Reilly,188
2023,Manchester City,1,89,161.3,27.2,John Stones,188
2023,Manchester City,1,89,161.3,27.2,Manuel Akanji,187
2023,Manchester City,1,89,161.3,27.2, Rúben Dias,187
2023,Manchester City,1,89,161.3,27.2,Benjamin Mendy,185
2023,Manchester City,1,89,161.3,27.2,Stefan Ortega,185
2023,Manchester City,1,89,161.3,27.2,Cole Palmer,182
2023,Manchester City,1,89,161.3,27.2,Alex Robertson,182
2023,Manchester City,1,89,161.3,27.2,Kevin De Bruyne,181
2023,Manchester City,1,89,161.3,27.2,Nathan Aké,180
2023,Manchester City,1,89,161.3,27.2,İlkay Gündoğan,180
2023,Manchester City,1,89,161.3,27.2,Riyad Mahrez,179
2023,Manchester City,1,89,161.3,27.2,Kalvin Phillips,179
2023,Manchester City,1,89,161.3,27.2,Kyle Walker,178
2023,Manchester City,1,89,161.3,27.2,Máximo Perrone,177
2023,Manchester City,1,89,161.3,27.2,Jack Grealish,175
2023,Manchester City,1,89,161.3,27.2,Rico Lewis,175
2023,Manchester City,1,89,161.3,27.2, Bernardo Silva,173
2023,Arsenal FC,2,84,159.8,24.7,Karl Hein,193
2023,Arsenal FC,2,84,159.8,24.7,William Saliba,192
2023,Arsenal FC,2,84,159.8,24.7,Matt Turner,191
2023,Arsenal FC,2,84,159.8,24.7, Gabriel Magalhães,190
2023,Arsenal FC,2,84,159.8,24.7,Aaron Ramsdale,190
2023,Arsenal FC,2,84,159.8,24.7,Rob Holding,189
2023,Arsenal FC,2,84,159.8,24.7,Jakub Kiwior,189
2023,Arsenal FC,2,84,159.8,24.7,Takehiro Tomiyasu,188
2023,Arsenal FC,2,84,159.8,24.7,Ben White,186
2023,Arsenal FC,2,84,159.8,24.7,Granit Xhaka,186
2023,Arsenal FC,2,84,159.8,24.7, Lino Sousa,185
2023,Arsenal FC,2,84,159.8,24.7,Thomas Partey,185
2023,Arsenal FC,2,84,159.8,24.7,Reuell Walters,183
2023,Arsenal FC,2,84,159.8,24.7,Emile Smith Rowe,182
2023,Arsenal FC,2,84,159.8,24.7,Khayon Edwards,180
2023,Arsenal FC,2,84,159.8,24.7,James Hillson,180
2023,Arsenal FC,2,84,159.8,24.7,Eddie Nketiah,180
2023,Arsenal FC,2,84,159.8,24.7,Kieran Tierney,180
2023,Arsenal FC,2,84,159.8,24.7,Mohamed Elneny,179
2023,Arsenal FC,2,84,159.8,24.7,Bradley Ibrahim,179
2023,Arsenal FC,2,84,159.8,24.7,Cătălin Cîrjan,178
2023,Arsenal FC,2,84,159.8,24.7, Gabriel Martinelli,178
2023,Arsenal FC,2,84,159.8,24.7, Jorginho,178
2023,Arsenal FC,2,84,159.8,24.7, Mauro Bandeira,178
2023,Arsenal FC,2,84,159.8,24.7,Martin Ødegaard,178
2023,Arsenal FC,2,84,159.8,24.7,Bukayo Saka,178
2023,Arsenal FC,2,84,159.8,24.7,Ethan Nwaneri,176
2023,Arsenal FC,2,84,159.8,24.7,Matt Smith,176
2023,Arsenal FC,2,84,159.8,24.7, Gabriel Jesus,175
2023,Arsenal FC,2,84,159.8,24.7,Reiss Nelson,175
2023,Arsenal FC,2,84,159.8,24.7,Oleksandr Zinchenko,175
2023,Manchester United,3,75,152.1,26.9,Radek Vítek,198
2023,Manchester United,3,75,152.1,26.9,Wout Weghorst,197
2023,Manchester United,3,75,152.1,26.9,Jack Butland,196
2023,Manchester United,3,75,152.1,26.9,Harry Maguire,194
2023,Manchester United,3,75,152.1,26.9, De Gea,192
2023,Manchester United,3,75,152.1,26.9,Scott McTominay,191
2023,Manchester United,3,75,152.1,26.9,Raphaël Varane,191
2023,Manchester United,3,75,152.1,26.9,Tom Heaton,188
2023,Manchester United,3,75,152.1,26.9,Rhys Bennett,187
2023,Manchester United,3,75,152.1,26.9,Victor Lindelöf,187
2023,Manchester United,3,75,152.1,26.9,Tyler Fredricson,186
2023,Manchester United,3,75,152.1,26.9,Teden Mengi,186
2023,Manchester United,3,75,152.1,26.9,Nathan Bishop,185
2023,Manchester United,3,75,152.1,26.9, Casemiro,185
2023,Manchester United,3,75,152.1,26.9,Phil Jones,185
2023,Manchester United,3,75,152.1,26.9,Marcus Rashford,185
2023,Manchester United,3,75,152.1,26.9,Donny van de Beek,184
2023,Manchester United,3,75,152.1,26.9, Diogo Dalot,183
2023,Manchester United,3,75,152.1,26.9,Aaron Wan-Bissaka,183
2023,Manchester United,3,75,152.1,26.9,Christian Eriksen,182
2023,Manchester United,3,75,152.1,26.9,Mason Greenwood,181
2023,Manchester United,3,75,152.1,26.9,Zidane Iqbal,181
2023,Manchester United,3,75,152.1,26.9,Anthony Martial,181
2023,Manchester United,3,75,152.1,26.9,Alejandro Garnacho,180
2023,Manchester United,3,75,152.1,26.9,Jadon Sancho,180
2023,Manchester United,3,75,152.1,26.9,Brandon Williams,180
2023,Manchester United,3,75,152.1,26.9, Bruno Fernandes,179
2023,Manchester United,3,75,152.1,26.9,Anthony Elanga,178
2023,Manchester United,3,75,152.1,26.9, Marc Jurado,178
2023,Manchester United,3,75,152.1,26.9,Marcel Sabitzer,178
2023,Manchester United,3,75,152.1,26.9,Luke Shaw,178
2023,Manchester United,3,75,152.1,26.9,Kobbie Mainoo,175
2023,Manchester United,3,75,152.1,26.9,Lisandro Martínez,175
2023,Manchester United,3,75,152.1,26.9,Facundo Pellistri,174
2023,Newcastle United,4,71,151.7,27.3,Dan Burn,201
2023,Newcastle United,4,71,151.7,27.3,Nick Pope,198
2023,Newcastle United,4,71,151.7,27.3,Sven Botman,195
2023,Newcastle United,4,71,151.7,27.3,Alexander Isak,192
2023,Newcastle United,4,71,151.7,27.3,Martin Dúbravka,191
2023,Newcastle United,4,71,151.7,27.3,Mark Gillespie,191
2023,Newcastle United,4,71,151.7,27.3,Loris Karius,191
2023,Newcastle United,4,71,151.7,27.3,Jamaal Lascelles,188
2023,Newcastle United,4,71,151.7,27.3, Joelinton,186
2023,Newcastle United,4,71,151.7,27.3,Fabian Schär,186
2023,Newcastle United,4,71,151.7,27.3,Joe Willock,186
2023,Newcastle United,4,71,151.7,27.3,Lewis Miley,185
2023,Newcastle United,4,71,151.7,27.3,Emil Krafth,184
2023,Newcastle United,4,71,151.7,27.3,Paul Dummett,183
2023,Newcastle United,4,71,151.7,27.3,Matt Targett,183
2023,Newcastle United,4,71,151.7,27.3, Bruno Guimarães,182
2023,Newcastle United,4,71,151.7,27.3,Anthony Gordon,182
2023,Newcastle United,4,71,151.7,27.3,Sean Longstaff,181
2023,Newcastle United,4,71,151.7,27.3,Callum Wilson,180
2023,Newcastle United,4,71,151.7,27.3,Elliot Anderson,179
2023,Newcastle United,4,71,151.7,27.3,Harrison Ashby,179
2023,Newcastle United,4,71,151.7,27.3,Jamal Lewis,178
2023,Newcastle United,4,71,151.7,27.3, Manquillo,178
2023,Newcastle United,4,71,151.7,27.3,Miguel Almirón,174
2023,Liverpool FC,5,67,151.6,27.4,Joel Matip,195
2023,Liverpool FC,5,67,151.6,27.4,Rhys Williams,195
2023,Liverpool FC,5,67,151.6,27.4,Ibrahima Konaté,194
2023,Liverpool FC,5,67,151.6,27.4,Virgil van Dijk,193
2023,Liverpool FC,5,67,151.6,27.4, Alisson Becker,191
2023,Liverpool FC,5,67,151.6,27.4, Adrián,190
2023,Liverpool FC,5,67,151.6,27.4,Harvey Davies,190
2023,Liverpool FC,5,67,151.6,27.4,Nathaniel Phillips,190
2023,Liverpool FC,5,67,151.6,27.4, Fabinho,188
2023,Liverpool FC,5,67,151.6,27.4,Joe Gomez,188
2023,Liverpool FC,5,67,151.6,27.4,Caoimhín Kelleher,188
2023,Liverpool FC,5,67,151.6,27.4,Cody Gakpo,187
2023,Liverpool FC,5,67,151.6,27.4,Jordan Henderson,187
2023,Liverpool FC,5,67,151.6,27.4,Darwin Núñez,187
2023,Liverpool FC,5,67,151.6,27.4,Stefan Bajčetić,185
2023,Liverpool FC,5,67,151.6,27.4,Curtis Jones,185
2023,Liverpool FC,5,67,151.6,27.4, Roberto Firmino,181
2023,Liverpool FC,5,67,151.6,27.4,Trent Alexander-Arnold,180
2023,Liverpool FC,5,67,151.6,27.4,Luis Díaz,180
2023,Liverpool FC,5,67,151.6,27.4,Melkamu Frauendorf,180
2023,Liverpool FC,5,67,151.6,27.4,Alex Oxlade-Chamberlain,180
2023,Liverpool FC,5,67,151.6,27.4,Layton Stewart,180
